t,p_x_t,p_y_t,p_z_t,v_x_t,v_y_t,v_z_t,u_0_t,u_1_t,u_2_t,u_3_t,res_vdot_x,res_vdot_y,res_vdot_z
0.09999990463256836,-1.8406820904889987,-0.36968150125270743,1.0124906665863609,0.00034185446482911714,-0.0013057932856096776,0.002437531679944168,12587.88635996442,11229.352507305497,11518.30980255368,12277.732901451891,-0.05477567702714721,-0.14815630721287462,0.16076897707392396
0.1099998950958252,-1.8406510641656408,-0.3696540219580218,1.012458060463524,0.0001691833304428604,-0.0012914853593724894,0.0025434077761353475,12666.609487007756,11241.301380205115,11424.248389267339,12261.445227980716,-0.052420048867810945,-0.1573926971038058,0.15536316100370443
0.11999988555908203,-1.8406059634123606,-0.36974053772749554,1.0123420365299942,2.4539032742151702e-05,-0.0012783137174075983,0.002632221034484547,12690.456235594476,11277.117120239607,11441.785176803985,12228.257940630467,-0.0446564361654797,-0.13830356460939208,0.17328392074271806
0.12999987602233887,-1.8405785759314506,-0.3698470420181393,1.0122324528099784,-8.167558327683192e-05,-0.0012675059020975505,0.0026975172131829977,12594.584301554007,11344.56118519439,11503.806495347448,12235.108735271117,-0.03467368675590339,-0.11162379469256552,0.18578287819758374
0.1399998664855957,-1.8405852903863247,-0.36972736821115404,1.0121671855437602,-0.0001519474947431878,-0.0012595430960186834,0.0027407426216056346,12638.270088391255,11202.039449867449,11631.653642130881,12263.525819938846,-0.02598080976135064,-0.12941785917595852,0.21272097030927486
0.14999985694885254,-1.840686015615523,-0.3695283873347435,1.0122234734943925,-0.00018877512251107208,-0.001254905819120936,0.002763350583323143,12630.324256583192,11265.199437994434,11598.395955904049,12332.215341783261,-0.03307582437898049,-0.15356872247773737,0.24974235582938215
0.15999984741210938,-1.8409014756714377,-0.3693648460684376,1.0123123591675125,-0.00019465688743464086,-0.0012540745913542464,0.0027667944219062074,12615.330082074715,11260.33187377223,11648.845790592311,12368.872513927114,-0.050909479792500614,-0.17057298171592364,0.2772143366206483
0.1699998378753662,-1.8409341775705066,-0.3693256409682021,1.0123196040214724,-0.00017209121036805037,-0.0012575299326685538,0.002752527460925513,12616.74565990035,11231.085243422775,11530.4883344567,12260.077658014825,-0.055823486674158374,-0.17210609549814118,0.17139259750196412
0.17999982833862305,-1.8409349966060224,-0.3694317782303106,1.0121932101209858,-0.00012607992489932143,-0.0012652198047506391,0.0027235812842542227,12604.01940576258,11159.755437433141,11456.44960671752,12238.397418983905,-0.05245799073638029,-0.14747480168643728,0.09886858392563089
0.18999981880187988,-1.8409585995340259,-0.36941527238302624,1.012136169752376,-7.395910086306268e-05,-0.001274468271380242,0.0026907635149163987,12558.459223130989,11340.696131944416,11384.209632551323,12196.61098556628,-0.04639366902236469,-0.13955497835489322,0.10362517827494121
0.19999980926513672,-1.8410186398518449,-0.36940554449953283,1.0120926649135937,-3.6856985185976e-05,-0.001281792675488226,0.0026672725293598004,12544.572128974962,11216.309660014986,11482.752295885362,12271.186465286315,-0.04615065243866121,-0.13247298317680545,0.12000483007786572
0.20999979972839355,-1.8411421690505418,-0.36929769650546374,1.012143278297421,-3.5902857532348336e-05,-0.0012837101403081882,0.002666307355114894,12566.596838420344,11143.032660909257,11533.14427168383,12324.58022094891,-0.055165677080359195,-0.14103700189883797,0.14397762696685634
0.2199997901916504,-1.841384050678234,-0.3691595998680526,1.0122361082001148,-9.222599756646675e-05,-0.0012767377890737256,0.002701067019712144,12566.397621655347,11158.069401006305,11482.799631603271,12298.384034075489,-0.07524913543216977,-0.1468612927646745,0.11808933403483785
0.22999978065490723,-1.8415378858116804,-0.3690601055949793,1.0123017232487466,-0.0002269556849526181,-0.0012573927450184354,0.002784750550682016,12623.967834979092,11160.640485702688,11451.944425736581,12241.842630679716,-0.08795205269531314,-0.16467032940986095,0.10738308566714411
0.23999977111816406,-1.8415116358372159,-0.369123025488028,1.0122229471553235,-0.00046122119935508967,-0.0012221921313759147,0.0029305569755549753,12589.081867680996,11329.245186417404,11534.634441814313,12260.74723648228,-0.08242485897174213,-0.14441916482774797,0.20034565957142567
0.2499997615814209,-1.8415247602738252,-0.3691466403154604,1.012151696113766,-0.000774371326311544,-0.0011731739485475207,0.003125942060123619,12578.66824507518,11371.689619471956,11434.025904935444,12194.895739436417,-0.07727685997982081,-0.13213120701180275,0.14408414447410695
0.25999975204467773,-1.8415499087722456,-0.36918265760016195,1.0120330141500349,-0.000983766286307871,-0.0011347325461456839,0.003258267096886402,12618.6671127624,11225.33830291672,11388.14299178209,12348.299778856588,-0.07092813230846212,-0.11816082497621865,0.15173992741025288
0.26999974250793457,-1.8416416305353447,-0.36914764112877474,1.0119637672972555,-0.0010825994520346773,-0.0011125983384942925,0.0033218672115571217,12626.143291034963,11152.973724609394,11552.885460172507,12351.752604158257,-0.0758818822727511,-0.11890061455306189,0.19429874169640915
0.2799997329711914,-1.8418105561314895,-0.36899259687243685,1.0119956285174903,-0.001136093353072273,-0.001101939935729552,0.003355810617491,12614.582642554147,11180.804757381467,11554.073059668144,12420.448024337158,-0.09275827855076513,-0.13719796732913536,0.23001640397534345
0.28999972343444824,-1.842031301902875,-0.3688340816393926,1.0119878326852743,-0.0012048865157861404,-0.0010866448956596587,0.0034000913585360633,12634.567641660493,11288.656188116995,11481.495452997886,12478.303893914772,-0.10481705070025168,-0.1728358128225704,0.2765335473138045
0.2999997138977051,-1.8420777560439394,-0.36877423880496496,1.0119648871801907,-0.0013482052345941736,-0.0010471363105430224,0.003494985240697617,12622.15085715558,11176.619423934031,11501.626280639022,12292.627233064573,-0.1048138554589598,-0.18905613331649893,0.15431492212099618
0.3099997043609619,-1.8420752894019996,-0.368849128729106,1.011844198943439,-0.0015978981393688807,-0.0009700974973205732,0.003663145377995812,12627.104180314289,11249.055475592037,11425.953616492607,12220.524558469197,-0.10019232181093629,-0.17139283342250605,0.12376222571058389
0.31999969482421875,-1.8421202564544075,-0.368905420369328,1.01175756816698,-0.001859142018042769,-0.000870464803377269,0.0038460044462133897,12622.674299460341,11313.229907060337,11545.875851201568,12295.442014335526,-0.0995360099664525,-0.15634012349066334,0.22775826294849907
0.3299996852874756,-1.8421391278186459,-0.36886694131375053,1.0116070492516793,-0.0020977047809337614,-0.0007542073272613665,0.004022443669614506,12635.860022725023,11178.608909955308,11451.342845728619,12330.926944882574,-0.08948309231797252,-0.16042895799156803,0.15763699863928912
0.3399996757507324,-1.8422449861106827,-0.3687617659712849,1.0115836439833863,-0.002237393352968187,-0.0006757610182139498,0.004129713679866211,12583.539666600638,11209.644917189604,11504.295442324641,12427.771000533865,-0.09525566965042562,-0.17332386735732289,0.2096057739376524
0.34999966621398926,-1.8425129487926155,-0.36861991499578933,1.011643839435585,-0.0022925070619339706,-0.0006376213918521453,0.004174791569780909,12653.10148347501,11117.434135334272,11572.583174003921,12440.615454890023,-0.11465491909380471,-0.18402863536986866,0.23696988421318346
0.3599996566772461,-1.8427422476359387,-0.368418065724393,1.0117939746667413,-0.0023186791299816727,-0.0006175410947504896,0.004196930654813199,12632.35924427501,11281.488014255758,11377.30958117621,12416.996987007746,-0.14208726311169112,-0.21025730215218252,0.20277231724298672
0.36999964714050293,-1.8428384274167537,-0.36847661917156116,1.011802124967337,-0.002369709303952319,-0.0005871143442979288,0.004236754857822186,12707.926783624931,11170.77757841309,11412.215929667786,12370.384403395161,-0.1575269697141303,-0.18114123996304288,0.18664657368903328
0.37999963760375977,-1.8428854019915668,-0.3685461659567685,1.0117673724538967,-0.002489560853045267,-0.00048527124752368916,0.004342096314125577,12540.589093849081,11257.08486661514,11360.761373600086,12265.12925142899,-0.15708231229783054,-0.16500622882365337,0.08084400685710351
0.3899996280670166,-1.8428058270949503,-0.36870123243340935,1.0115722948890027,-0.002676214709147701,-0.00029415667640157967,0.004518746226235143,12551.043190928918,11216.57243885922,11432.865192165757,12280.749145403131,-0.1319001197350619,-0.14203089910519606,0.10518562992239587
0.39999961853027344,-1.8429211524651419,-0.36859977780127134,1.0115726706664645,-0.0027693640946771024,-0.0002006582587763322,0.004606140340002411,12567.776120168135,11099.394210151631,11435.796239004349,12320.02399976961,-0.14641341901209456,-0.15069994845426996,0.08427349472952925
0.4099996089935303,-1.8430503617220062,-0.36847044207025725,1.0115977769788138,-0.0027788884923857947,-0.00019230291986081376,0.004614574732721428,12564.128772701797,11139.047956816912,11573.33163709928,12464.168137096985,-0.16207459602798202,-0.16917232102413776,0.2158032745939031
0.4199995994567871,-1.8431901390459453,-0.3684398417547786,1.011474675151427,-0.002767411883071149,-0.000193300554102705,0.004607888416016195,12606.462701178889,11130.29513633871,11522.61068194849,12427.889942210415,-0.16197526287694308,-0.19264911467002252,0.1941591538265555
0.42999958992004395,-1.8432000411581406,-0.36845985375958973,1.0113774838382776,-0.0027975582475305355,-0.000127861055949687,0.004649920401510706,12658.324121713975,11239.632013438855,11367.75926735623,12395.606644599908,-0.15685765037815227,-0.20684290249792436,0.18352850709833296
0.4399995803833008,-1.8431803989344577,-0.36859383402676815,1.0112265169977244,-0.0029002420771811,5.882055102035211e-05,0.004778826000523557,12630.7307156407,11284.664382677483,11342.446445325944,12315.317000873241,-0.14831941344231028,-0.1847724793107357,0.14437644526792082
0.4499995708465576,-1.8431694826701355,-0.36862661989362794,1.0110677459607462,-0.002984566143786124,0.00029332336145941975,0.004916080277594341,12610.614589818779,11342.058542864312,11486.580375646983,12387.097257812497,-0.13408277914200326,-0.1910367021375841,0.24656997768152977
0.45999956130981445,-1.8432104353628525,-0.36869534324165815,1.0109540061517357,-0.0030856635632988596,0.00038682437620446425,0.005009882950289306,12629.397127222459,11166.903602024118,11589.89098924074,12450.906108859925,-0.13381955661149325,-0.17587671733168625,0.25537478186867857
0.4699995517730713,-1.8432917781221907,-0.36865981324148184,1.0109754262352593,-0.0031917824480142886,0.00037132588462076356,0.005065107668036524,12635.555226703476,11191.833058814425,11511.854123449502,12472.32321146836,-0.14377907204856,-0.17763443580821645,0.24528155330575607
0.4799995422363281,-1.843504192639185,-0.36852134483650917,1.0110652055510425,-0.0032623243819367206,0.00034935785383372953,0.00509715504061076,12647.83313550423,11151.221039396962,11494.188722909088,12410.327669694047,-0.16244256819899053,-0.1921789086908483,0.20007377597276427
0.48999953269958496,-1.8435882371497991,-0.36852157995700435,1.0111351088647074,-0.0032979711765956186,0.00034381493423148965,0.0051153436748907315,12670.416156445024,11141.80267281654,11474.770831234811,12410.693191353366,-0.17967948368541214,-0.18739883414159078,0.19850309631569418
0.4999995231628418,-1.8435309687718537,-0.3686780914039602,1.0110016914690843,-0.003312267928779027,0.0003527743671049614,0.005127095984699094,12620.868913471902,11230.885845152494,11393.890028457388,12329.506552212337,-0.16737003360558098,-0.16609361461410632,0.1444608261411543
0.5099995136260986,-1.8434482641210914,-0.36882792094997585,1.0108795592191668,-0.0033187638962611887,0.00037430536586613254,0.005139833770482298,12589.72014207233,11303.854172586101,11377.11384423326,12222.091043585422,-0.14657680860491995,-0.14546028284845294,0.10709883738518046
0.5199995040893555,-1.8434549803259133,-0.3688837680232428,1.0108190208919094,-0.0033310083368163455,0.0004064771439269909,0.005160978832686793,12585.34093702482,11163.140408111289,11456.319514625697,12326.864212353117,-0.14344475579578786,-0.14394777430453728,0.12663242258223117
0.5299994945526123,-1.8435327023224843,-0.3688617742885216,1.010822297120241,-0.003362550508218738,0.00044735891469952437,0.005197952971759028,12625.314757669872,11101.91053215135,11581.081733490419,12361.900613956968,-0.15606671403742747,-0.15354012427145305,0.18535488299459812
0.5399994850158691,-1.8436403747256906,-0.36882981530631587,1.0107588659124436,-0.0034215275976674504,0.0004958695641389771,0.005255448240531313,12676.362189837719,11122.6608184365,11568.191619667261,12401.72163627661,-0.16068555776421004,-0.1791714249815531,0.22739030671383242
0.549999475479126,-1.8436323791921752,-0.3688396888528493,1.0107201658856406,-0.0034872105186183598,0.0005554598629728082,0.005323597080909734,12638.135091575312,11160.227684029724,11497.056105249476,12362.791366272088,-0.1589522761762585,-0.1982831015033844,0.17882888199155256
0.5599994659423828,-1.8435457448056611,-0.36900872944347973,1.0105625873852602,-0.003534584799067046,0.000627829457665865,0.005388936391296761,12673.021587539046,11173.007284821144,11502.95254466473,12329.727276599728,-0.14909190180634765,-0.1771571672965646,0.18761404140927487
0.5699994564056396,-1.8434623861282182,-0.3690590245150184,1.0104242776594352,-0.0035659935450414264,0.0006978679200793204,0.005444397362792743,12640.315256056556,11243.370749598142,11489.997099990891,12315.850782075546,-0.13142185892082353,-0.18163721067279198,0.18942455737716718
0.5799994468688965,-1.843415620860772,-0.3692052935390242,1.010295497985182,-0.0035890325586082276,0.0007584875165768326,0.005490350235976094,12659.154810581727,11216.166118608846,11528.00350284965,12305.089864794963,-0.12378902400615713,-0.16341677204395505,0.1979312003022588
0.5899994373321533,-1.84344062985197,-0.3692695942233589,1.0102684856463042,-0.003592703024633771,0.0008729133503763185,0.005555330942885093,12620.083202578866,11280.015610459406,11476.292980646933,12396.401562103618,-0.12890867718463325,-0.16000060711361433,0.22419245430389736
0.5999994277954102,-1.8435936011342224,-0.3691721967457087,1.0103478229498735,-0.0035642977573228456,0.0010858287352508843,0.005656509602621103,12647.59197092423,11257.771704866214,11524.698977836742,12458.503837262246,-0.1432650361587861,-0.1782576134063516,0.27309252288313945
0.609999418258667,-1.8436173929545792,-0.3692134891942851,1.0103864417782684,-0.0035144966514969555,0.0012688058662109042,0.005728441718924652,12666.350098819283,11223.539820854732,11585.504447270794,12455.846862135011,-0.1519271371569907,-0.18770070138392075,0.29057023965491185
0.6199994087219238,-1.8436326784409456,-0.36935636190297044,1.0104175369263932,-0.0034734215019022693,0.0013716685093322438,0.005761299774288768,12647.65285976886,11168.887211584248,11610.814846409485,12268.86074271205,-0.16780419467596852,-0.1508349466089347,0.1905236635910456
0.6299993991851807,-1.8435153571895677,-0.3695189199200285,1.0103016822004975,-0.003465839768213767,0.0014000405731396774,0.005773160166244555,12629.136874987344,11172.8866116988,11585.6235380306,12309.358299918904,-0.15305351767414865,-0.14004018313272068,0.19133150504200425
0.6399993896484375,-1.8434352996722436,-0.3696329897372382,1.0101874835843645,-0.003467288407530451,0.0014110381230795193,0.0057806544996157495,12629.007956960926,11136.151067755494,11473.674713743374,12313.591323302806,-0.14366743848902871,-0.13432546729982817,0.133701323421621
0.6499993801116943,-1.8433366684188932,-0.3697547125411588,1.0100809687161971,-0.0034377491055439923,0.0014780369011495318,0.00579995216591754,12613.437209886824,11155.192167225507,11581.380193145129,12357.602660339833,-0.12695525509135433,-0.1379253884298889,0.1968645266949315
0.6599993705749512,-1.84349484173131,-0.36970875028662353,1.01014764053133,-0.0033371975379960666,0.0016744189314521385,0.005847222378083931,12626.292767069683,11193.310223621724,11615.261212786801,12378.369241560846,-0.15191161472489165,-0.1508199366738863,0.23933064236230178
0.669999361038208,-1.8434579977286738,-0.36973820339064206,1.0101002718348648,-0.0031388118783847864,0.002041291035359338,0.005928292510817921,12666.663194881246,11183.352196700967,11574.08343515626,12365.848822976528,-0.1538218749385297,-0.18351670833382186,0.22999172172446275
0.6799993515014648,-1.8433329641739238,-0.36994624599844456,1.0099257211036439,-0.0028686745606765636,0.0024895935656048,0.0060065478799747555,12682.616753255152,11113.349497199275,11581.125685912817,12377.732472509839,-0.14359825259591755,-0.1735748614055439,0.21740552538277338
0.6899993419647217,-1.8432496373126783,-0.3701278774105592,1.009813045894209,-0.002557890832149234,0.0029671530690796666,0.006071139341407158,12687.921031804428,11215.834195459609,11559.058600038063,12260.123880510459,-0.13415175180963795,-0.15879257354356688,0.20002458040308782
0.6999993324279785,-1.8430376456473718,-0.37033185873761243,1.0095422531475369,-0.0023796623411433526,0.003234903950203058,0.006104148701748293,12652.985918294362,11223.0467157226,11640.449333119259,12301.615946027005,-0.09800076097887604,-0.1574769012724404,0.2383464619479128
0.7099993228912354,-1.8429437261968795,-0.3704118165465825,1.0094720948498876,-0.002187943213628418,0.0035085168446205277,0.006128371924903793,12686.59764619902,11274.37376956769,11649.497543834806,12351.198446198092,-0.0877169798797794,-0.164122879288705,0.29822492913633536
0.7199993133544922,-1.8430510017161863,-0.37041826552976004,1.0095448661029964,-0.001788400496029635,0.00406978633811061,0.00617039660335196,12688.397950982446,11156.38221232014,11630.765966757193,12393.488477063558,-0.0998016058847112,-0.1756294038034414,0.26246849841997
0.729999303817749,-1.8429805071748604,-0.3705203882046563,1.0095631935152292,-0.0013284546354797285,0.004698581419362136,0.006200331617429337,12710.509751327581,11108.648908374957,11639.594330852873,12402.911540761594,-0.10030715131078598,-0.17960014003289115,0.2605161557918228
0.7399992942810059,-1.8428738111946497,-0.37071709193450647,1.0095057179550437,-0.0008001780948172025,0.005401675594688308,0.006209099904407258,12722.102563907283,11080.427040252607,11561.69061633661,12372.348335967383,-0.09291397200026683,-0.15894542543867424,0.20943986650927082
0.7499992847442627,-1.8428002753530939,-0.37101127551063545,1.0094169520151577,-0.00027824752613793554,0.006081195033613663,0.006191683362042413,12669.737770493559,11095.187035459778,11427.752047009206,12313.346964592385,-0.0884116323614083,-0.11340635659178783,0.11234332285491729
0.7599992752075195,-1.842794078803368,-0.3711645102847496,1.0094526663269592,0.0002700160002862959,0.006780651754671497,0.006141896630417906,12705.52727206427,11182.086870746738,11602.635552506374,12278.77101418484,-0.0969635389053674,-0.09137183950133533,0.21724847548381704
0.7699992656707764,-1.8428581429708093,-0.37111691347186154,1.009519301162581,0.0008446218614029176,0.007500929275050295,0.00605340627840626,12660.551603399335,11080.716826931306,11660.987477344457,12344.091817732446,-0.10700924663988198,-0.10927410356448186,0.2082181839041845
0.7799992561340332,-1.8427476995231347,-0.3711832833128594,1.009507091768815,0.001437245838694212,0.008231517728646345,0.0059158019597380825,12646.436309315388,11113.767674179571,11650.460634467949,12341.436851388631,-0.09140157053962,-0.13187125345645181,0.2079819320679155
0.78999924659729,-1.8425420929916005,-0.3714405845895345,1.0093557988490829,0.001714723596904825,0.008573074876666012,0.005850168203786004,12617.427433848043,11158.588485763157,11630.680395543153,12326.910895040905,-0.0728466418204139,-0.1148974852129876,0.1981400353833635
0.7999992370605469,-1.842440251596416,-0.3716841771294004,1.0092755841968921,0.0018052134405647832,0.008683252873181481,0.005823027405904955,12693.78521706819,11105.711122649887,11473.257131082528,12295.504187976916,-0.07126471578690637,-0.0972712334579657,0.13423751188896976
0.8099992275238037,-1.8422721273218383,-0.37196204361392593,1.009105044091273,0.0020358159364021865,0.008959623092325085,0.005731739939033664,12728.568442027825,11242.618185832294,11598.872602514719,12311.945520554804,-0.05680864613592336,-0.09009428488693519,0.26085672507676977
0.8199992179870605,-1.8421953130751134,-0.37205620215117174,1.0091033232697815,0.0025922312502934548,0.009627305212982096,0.0055154404912794094,12789.992557290518,11097.36010547416,11612.687928959489,12394.945799818968,-0.05028055124441231,-0.09522323335551432,0.27149471857615054
0.8299992084503174,-1.8422819227231628,-0.3720639569293255,1.0092016748967927,0.0031416617202260433,0.010278715499549933,0.005266193589762153,12690.493739628275,11074.932678435393,11658.211867457972,12435.570944187444,-0.06140477072752313,-0.1111244253354834,0.2524774965588873
0.8399991989135742,-1.8420608830802045,-0.3722040470702293,1.009069026726268,0.0037148843585020287,0.010948364186502161,0.004969784079293821,12677.299233180856,11076.596995599162,11673.740790287984,12409.352055038133,-0.03750464345922955,-0.11571322232307396,0.24008461430371184
0.849999189376831,-1.8418963846455005,-0.3724080871902039,1.0090059271180398,0.004293993077834313,0.011613483309320877,0.004640847196558959,12709.382436856991,11121.81761796624,11533.36261285938,12291.218455982887,-0.023644064387952766,-0.10494418312237366,0.1616299561561589
0.8599991798400879,-1.841781257377037,-0.37266660030745186,1.0089503105061766,0.004849732667995611,0.0122393714400714,0.004301701542819841,12643.211387594924,11194.035140380172,11521.472763557811,12303.401890125875,-0.019348092660852217,-0.07635456011166653,0.1585503299574424
0.8699991703033447,-1.8417249254420145,-0.3728019894851468,1.009009965861035,0.005428157139740579,0.012877047838937245,0.003926901029754681,12702.522442658075,11122.526249674465,11623.886133256528,12346.755175329734,-0.025483472668821443,-0.07438074740116427,0.213982738415289
0.8799991607666016,-1.8418012486524267,-0.3727951451313773,1.0091466830272675,0.005964788004053294,0.01345540223834198,0.0035551768734711922,12725.070145497622,11120.156758729054,11578.764464714448,12345.020143953914,-0.03723590447414287,-0.09577245950620145,0.2001770929000056
0.8899991512298584,-1.841710150300598,-0.3729247339220819,1.0092348478917958,0.006254758893863021,0.01376490318336252,0.00334888418556607,12658.532788959123,11098.525442096414,11637.723143744086,12363.149110710592,-0.0408704491357766,-0.10244866706888187,0.1919193901718227
0.8999991416931152,-1.8416110968067785,-0.3732058944988746,1.0092530551491652,0.00650777788098323,0.014028248578139845,0.00315013907846977,12693.991929781265,10995.130893545154,11591.032289048851,12223.035224327945,-0.0438375297467172,-0.06975046785611884,0.08707338951415268
0.9099991321563721,-1.841504379482388,-0.3734923469324027,1.0092611645076779,0.006982119978954473,0.014516230014672175,0.0027582581760568197,12648.911822396452,11029.04612853119,11586.760658607649,12232.743905037085,-0.0439354036933088,-0.029426444981950295,0.07949296923491242
0.9199991226196289,-1.8413291425558367,-0.3736651012571366,1.0092274583681573,0.007442641866823872,0.01497908649658037,0.0023377467048657065,12675.669812176266,11056.70408820506,11645.109412719998,12198.114376747042,-0.02931706702217693,-0.03428627917298341,0.10745409016570359
0.9299991130828857,-1.8412877158253043,-0.37370238097265707,1.0093086006549183,0.007883235851831982,0.015409291914917344,0.0018795335489359426,12645.21244139057,11014.558166564399,11630.433718540264,12299.58365223756,-0.029100175531108434,-0.05399336166442098,0.1113516769562197
0.9399991035461426,-1.8412266977663103,-0.3737490682580672,1.0094520151254225,0.00811709752945544,0.01563473308552987,0.0016216652314063977,12608.1894635116,11032.25873315888,11688.630203296378,12327.940667440016,-0.034055695052533023,-0.08611236936803153,0.13528589560793058
0.9499990940093994,-1.841037476352283,-0.3740073828894397,1.0094343881775238,0.008279658610318206,0.015787063168209325,0.0014135651468594663,12715.774120197624,11005.700388317084,11701.992403045431,12305.135099856354,-0.02629995992993129,-0.07543553867772289,0.16711915059645746
0.9599990844726562,-1.8409100013028585,-0.37430139438427074,1.0094150100825494,0.008589922075322096,0.01607636803294671,0.0009965987847458519,12752.110853719714,11126.489820255416,11561.184223027314,12215.553010898602,-0.02476123727599834,-0.054545535527083966,0.13186079205928414
0.9699990749359131,-1.8407416916827557,-0.37457475430798687,1.009314992850656,0.008899161831331147,0.016360491942680074,0.0005272586760752894,12724.195606853678,11129.969518854543,11508.487644080566,12208.125528845145,-0.014483998952810544,-0.053108609767545376,0.09322630867553983
0.9799990653991699,-1.840749124671605,-0.3745934277852394,1.0094376965365928,0.009038331443024527,0.016488121776912827,0.0003074609833896912,12740.700350526447,11013.169606996922,11609.49902772727,12298.761478518107,-0.032946073237823746,-0.07021730596772344,0.1335232083165666
0.9899990558624268,-1.8407740574669404,-0.3745949610339016,1.0096280742868542,0.009077179202020967,0.016523522474666028,0.00024139082295567704,12704.083101689865,10987.893400451907,11699.382595802303,12295.067740962768,-0.04589838036331759,-0.09676182017207911,0.1416479960414695
0.9999990463256836,-1.8406004429145923,-0.37478437737977216,1.009677621396685,0.009156612614383969,0.016593174107386165,9.21027623301062e-05,12743.779086730374,11012.058544458047,11749.57486912677,12255.283879830018,-0.04081442474048838,-0.09166920898480524,0.17146072175795518
1.0099990367889404,-1.8404519653417022,-0.374988467581952,1.009743159579806,0.009364512052374761,0.016774889117281738,-0.0002869852642678592,12635.915409416104,10997.950965332557,11565.447192878075,12204.28389213525,-0.03438318496871552,-0.08642280196751004,0.01936479477731158
1.0199990272521973,-1.840336598392704,-0.3752250996510868,1.009787557293704,0.009568047678854698,0.016942741661818455,-0.0006639850058490201,12672.368561556052,11033.874000340613,11584.827487552362,12206.1833899338,-0.03589653199156544,-0.07367378333997274,0.05637857396117221
1.029999017715454,-1.840246592208521,-0.37536271964354284,1.009893874303114,0.00977196381608384,0.01709337129834277,-0.0010302872343826168,12711.418017459067,10955.269857933594,11685.547363526744,12213.3977042284,-0.04054807470589478,-0.08112816003368517,0.08614929333170873
1.039999008178711,-1.8402891198288223,-0.37540451505846045,1.010059696127764,0.009962010167100686,0.017215000638486338,-0.0013497569743539785,12673.1822826382,10907.741654155703,11650.782577940101,12280.112412557983,-0.05276033416998092,-0.10451842097591357,0.0641184976176794
1.0499989986419678,-1.840060532914247,-0.3755419425111151,1.0100285649624463,0.010169094764938956,0.017326280027646652,-0.001672236217726461,12665.336425372214,10927.422763694356,11686.813969950312,12227.158097170048,-0.038577159449765974,-0.12239000446068414,0.05964097436581856
1.0599989891052246,-1.8399097699960387,-0.375731738323019,1.0100461390649371,0.01039132013705895,0.017424142134358975,-0.0019961947863803555,12689.471381162728,10988.493697409438,11660.825197925007,12132.3034562727,-0.03435001140402815,-0.12844924580201986,0.042776002338957606
1.0699989795684814,-1.8397882569781432,-0.3759628223725473,1.0100676727774949,0.010614853215061294,0.01750415559656362,-0.0023089187867430167,12739.118883904313,11010.565173322573,11639.636581563896,12124.211286908081,-0.034727355822667824,-0.11460433169630102,0.062039885607241586
